verse,grammar,surah
رَبَّنَا أَخْرِجْنَا مِنْهَا فَإِنْ عُدْنَا فَإِنَّا ظَالِمُونَ ,﴿رَبَّنا﴾: مثل الأولى. ﴿أَخْرِجْنا﴾: فعل أمر و(نا): مفعول به والفاعل ضمير مستتر (أنت). ﴿مِنْها﴾: جار ومجرور متعلق ب: أخرجنا وجملة (أخرجنا ...) جواب نداء، وجملة (ربنا ...) استئنافية فى حيز القول السابق. ﴿فَإِنْ﴾: (الفاء): عاطفة. (إن): شرطية جازمة. ﴿عُدْنا﴾: فعل ماض مبني في محل جزم فعل الشرط و(نا) فاعل، والجملة معطوفة على جملة جواب النداء لا محل لها. ﴿فَإِنّا﴾: (الفاء): رابطة لجواب الشرط. (إنا): (إن) حرف ناسخ و(نا): اسمها مبني في محل نصب. ﴿ظالِمُونَ﴾: خبر إن مرفوع بالواو، والجملة في محل جزم جواب الشرط مقترنة بالفاء.,سورة المؤمنون 
قَالَ اخْسَؤُوا فِيهَا وَلَا تُكَلِّمُونِ ,"﴿قالَ﴾: فعل ماض والفاعل ضمير مستتر (هو)، والجملة استئنافية. ﴿اِخْسَؤُا﴾:
فعل أمر مبني على حذف النون، و(الواو): فاعل، والجملة في محل نصب مقول القول. ﴿فِيها﴾:
جار ومجرور متعلق ب (اخسئوا)، ﴿وَلا تُكَلِّمُونِ﴾: (الواو): عاطفة. (لا): ناهية جازمة، (تكلمون): فعل مضارع مجزوم بحذف النون، و(الواو): فاعل، و(النون): للوقاية، و(الياء) المحذوفة تخفيفا مفعول به، وجملة (ولا تكلمون ...) في محل نصب معطوفة على جملة مقول القول.",سورة المؤمنون 
إِنَّهُ كَانَ فَرِيقٌ مِّنْ عِبَادِي يَقُولُونَ رَبَّنَا آمَنَّا فَاغْفِرْ لَنَا وَارْحَمْنَا وَأَنتَ خَيْرُ الرَّاحِمِينَ ,"﴿إِنَّهُ﴾: إن: حرف ناسخ و(الهاء): اسم إن. ﴿كانَ﴾: فعل ماض ناسخ.
﴿فَرِيقٌ﴾: اسم (كان) مرفوع. ﴿مِنْ عِبادِي﴾: جار ومجرور متعلق بنعت ل (فريق).و(الياء):
مضاف إليه. ﴿يَقُولُونَ﴾: فعل مضارع مرفوع بثبوت النون و(الواو): فاعل، وجملة ﴿يَقُولُونَ﴾:
في محل نصب خبر (كان)، وجملة (كان فريق ...) في محل رفع خبر (إن) وجملة (إنه كان ...) تعليلية. ﴿رَبَّنا﴾: منادى مضاف منصوب، وحرف النداء محذوف و(نا): مضاف إليه.
﴿آمَنّا﴾: فعل ماض و(نا): فاعل، وجملة ﴿رَبَّنا آمَنّا﴾: في محل نصب مقول القول.
﴿فَاغْفِرْ﴾: (الفاء): رابطة لجواب شرط مقدر. (اغفر): فعل أمر مبني على السكون، والفاعل مستتر: أنت. ﴿لَنا﴾: جار ومجرور متعلق ب (اغفر)، وجملة (اغفر لنا): في محل جزم جواب شرط مقدر. ﴿وَارْحَمْنا﴾: (الواو): عاطفة. (ارحمنا): فعل أمر، و(نا): مفعول به والفاعل ضمير مستتر (أنت)، وجملة (ارحمنا): في محل جزم معطوفة على جملة (اغفر ...). ﴿وَأَنْتَ﴾: (الواو): حالية.
(أنت) مبتدأ. ﴿خَيْرُ﴾: خبر مرفوع. ﴿الرّاحِمِينَ﴾: مضاف إليه مجرور بالياء، وجملة (وأنت ...) في محل نصب حال من فاعل (ارحمنا) أو [جملة اعتراضية أو استئنافية].",سورة المؤمنون 
فَاتَّخَذْتُمُوهُمْ سِخْرِيًّا حَتَّى أَنسَوْكُمْ ذِكْرِي وَكُنتُم مِّنْهُمْ تَضْحَكُونَ ,"﴿فَاتَّخَذْتُمُوهُمْ﴾: (الفاء): عاطفة. (اتخذتموهم): فعل ماض و(التاء): فاعل و(الواو) ناتجة من إشباع ضمة الميم و(الهاء): ضمير مبني في محل نصب مفعول به أول و﴿سِخْرِيًّا﴾: مفعول به ثان منصوب، وجملة: (اتخذتموهم): في محل نصب معطوفة على جملة (يقولون). ﴿حَتّى﴾: حرف جر وغاية. ﴿أَنْسَوْكُمْ﴾: (أنسوا): فعل ماض و(الواو): فاعله و(الكاف): مفعول به، ﴿ذِكْرِي﴾: مفعول به ثان منصوب بالفتحة المقدرة و(الياء) مضاف إليه، والمصدر المؤول من (أن) المقدرة بعد حتى، والفعل فى محل جر ب: حتى، متعلق ب: اتخذ.
﴿وَكُنْتُمْ﴾: (الواو): عاطفة. (كنتم): فعل ماض ناسخ و(التاء): اسم (كان). ﴿مِنْهُمْ﴾: جار ومجرور متعلق ب (تضحكون). ﴿تَضْحَكُونَ﴾: فعل مضارع مرفوع بثبوت النون و(الواو): فاعل وجملة (تضحكون): في محل نصب خبر (كان)، وجملة (كنتم ...) لا محل لها معطوفة على جملة (أنسوكم ...).",سورة المؤمنون 
إِنِّي جَزَيْتُهُمُ الْيَوْمَ بِمَا صَبَرُوا أَنَّهُمْ هُمُ الْفَائِزُونَ ,"﴿إِنِّي﴾: (إن): حرف ناسخ. و(الياء): اسم (إن). ﴿جَزَيْتُهُمُ﴾: فعل ماض و(التاء): فاعل و(الهاء): مفعول به، وجملة (جزيتهم): في محل رفع خبر (إن)، وجملة ﴿إِنِّي جَزَيْتُهُمُ﴾: استئنافية. ﴿الْيَوْمَ﴾: ظرف زمان منصوب متعلق ب (جزيتهم). ﴿بِما﴾: (الباء):
حرف جر، (ما): مصدرية. ﴿صَبَرُوا﴾: فعل ماض و(الواو): فاعل، والمصدر المؤول (ما صبروا): في محل جر بالباء متعلق ب (جزيتهم). ﴿أَنَّهُمْ﴾: أن: حرف توكيد ونصب و(الهاء): اسم (أن).
﴿هُمُ﴾: ضمير فصل. ﴿الْفائِزُونَ﴾: خبر (أن) مرفوع بالواو، والمصدر المؤول (أنهم ...) في محل نصب مفعول به ثان ل (جزيتهم).",سورة المؤمنون 
قَالَ كَمْ لَبِثْتُمْ فِي الْأَرْضِ عَدَدَ سِنِينَ ,"﴿قالَ﴾: فعل ماض والفاعل ضمير مستتر (هو)، والجملة استئنافية. ﴿كَمْ﴾:
اسم استفهام في محل نصب ظرف زمان متعلق ب (لبثتم). ﴿لَبِثْتُمْ﴾: فعل ماض و(التاء): فاعل.
﴿فِي الْأَرْضِ﴾: جار ومجرور متعلق ب (لبثتم). ﴿عَدَدَ﴾: تمييز منصوب، ﴿سِنِينَ﴾: مضاف إليه مجرور بالياء وجملة ﴿كَمْ لَبِثْتُمْ﴾ في محل نصب مقول القول.",سورة المؤمنون 
قَالُوا لَبِثْنَا يَوْمًا أَوْ بَعْضَ يَوْمٍ فَاسْأَلْ الْعَادِّينَ ,"﴿قالُوا﴾: فعل ماض و(الواو): فاعل، وجملة (قالوا): استئنافية. ﴿لَبِثْنا﴾: فعل ماض و(نا): فاعل. ﴿يَوْمًا﴾: ظرف زمان منصوب. ﴿أَوْ﴾: عاطفة. ﴿بَعْضَ﴾: معطوف منصوب. ﴿يَوْمٍ﴾: مضاف إليه مجرور وجملة (لبثنا ...) في محل نصب مقول القول.
﴿فَسْئَلِ﴾: (الفاء): رابطة لجواب شرط مقدر (اسأل): فعل أمر والفاعل ضمير مستتر (أنت).
﴿الْعادِّينَ﴾: مفعول به منصوب بالياء، وجملة ﴿فَسْئَلِ الْعادِّينَ﴾: في محل جزم جواب شرط مقدر.",سورة المؤمنون 
قَالَ إِن لَّبِثْتُمْ إِلَّا قَلِيلًا لَّوْ أَنَّكُمْ كُنتُمْ تَعْلَمُونَ ,"﴿قالَ﴾: سبق إعرابها في الآية (١١٢). ﴿إِنْ﴾: نافية ﴿لَبِثْتُمْ﴾: سبق إعرابها في الآية (١١٢) القول. ﴿إِلاّ﴾: للحصر ﴿قَلِيلًا﴾: نعت لمصدر محذوف، أو نعت لظرف منصوب محذوف وجملة (إن لبثتم ...) في محل نصب مقول القول. ﴿لَوْ﴾: حرف شرط ﴿أَنَّكُمْ﴾: ناسخة ناصبة و(الكاف): اسم (إن). ﴿كُنْتُمْ﴾: فعل ماض ناسخ ناقص و(التاء):
اسم (كان). ﴿تَعْلَمُونَ﴾: فعل مضارع مرفوع بثبوت النون و(الواو): فاعل، وجملة (تعلّمون:) في محل نصب خبر (كان)، وجملة (كنتم ...) في محل رفع خبر (أن)، وجملة (لو أنكم ...) استئنافية.",سورة المؤمنون 
أَفَحَسِبْتُمْ أَنَّمَا خَلَقْنَاكُمْ عَبَثًا وَأَنَّكُمْ إِلَيْنَا لَا تُرْجَعُونَ ,"﴿أَفَحَسِبْتُمْ﴾: (الهمزة): استفهامية للتوبيخ. (الفاء): عاطفة. (حسبتم): فعل ماض و(التاء): فاعل وجملة: حسبتم ... معطوفة على استئناف مقدر ﴿أَنَّما﴾: كافة ومكفوفة.
﴿خَلَقْناكُمْ﴾: فعل ماض و(نا): فاعل و(الكاف): مفعول به. ﴿عَبَثًا﴾: مصدر منصوب في موضع
الحال أو [مفعول لأجله].والمصدر المؤول. (أنما خلقناكم ...) في محل نصب سد مسد مفعولي (حسب). ﴿وَأَنَّكُمْ﴾: (الواو): عاطفة. (أنكم) أن ناسخة و(الكاف): اسم (أن). ﴿إِلَيْنا﴾ جار ومجرور متعلق ب (ترجعون)، ﴿لا﴾: نافية. ﴿تُرْجَعُونَ﴾: فعل مضارع مبني للمفعول مرفوع بثبوت النون و(الواو): نائب فاعل، وجملة ﴿تُرْجَعُونَ﴾: في محل رفع خبر (أن) والمصدر المؤول (أنكم ...) في محل نصب معطوف على المصدر المؤول السابق.",سورة المؤمنون 
فَتَعَالَى اللَّهُ الْمَلِكُ الْحَقُّ لَا إِلَهَ إِلَّا هُوَ رَبُّ الْعَرْشِ الْكَرِيمِ ,"﴿فَتَعالَى﴾: (الفاء): استئنافية. (تعالى) فعل ماض. ﴿اللهُ﴾: لفظ الجلالة فاعل مرفوع. ﴿الْمَلِكُ﴾: نعت مرفوع. ﴿الْحَقُّ﴾: نعت آخر مرفوع، وجملة (تعالى الله ...) استئنافية.
﴿لا﴾: نافية للجنس ﴿إِلهَ﴾: اسم (لا) مبني على الفتح في محل نصب وخبر لا محذوف تقديره (موجود) و﴿إِلاّ﴾: استثنائية ﴿هُوَ﴾: بدل من الضمير المستتر في موجود. ﴿رَبُّ﴾: بدل من الضمير مرفوع أو [عطف بيان أو نعت ثالث للفظ الجلالة]. ﴿الْعَرْشِ﴾: مضاف إليه مجرور ﴿الْكَرِيمِ﴾: نعت ل. ﴿الْعَرْشِ﴾: مجرور، وجملة (لا إله ...) في محل نصب حال من لفظ الجلالة أو [استئنافية].",سورة المؤمنون 
وَمَن يَدْعُ مَعَ اللَّهِ إِلَهًا آخَرَ لَا بُرْهَانَ لَهُ بِهِ فَإِنَّمَا حِسَابُهُ عِندَ رَبِّهِ إِنَّهُ لَا يُفْلِحُ الْكَافِرُونَ ," ﴿وَمَنْ﴾: (الواو): استئنافية. (من): شرطية مبتدأ. ﴿يَدْعُ﴾: فعل الشرط فعل مضارع مجزوم بحذف حرف العلة والفاعل ضمير مستتر (هو). ﴿مَعَ﴾: ظرف منصوب متعلق بحال من ﴿إِلهًا﴾ أو ﴿يَدْعُ﴾. ﴿اللهِ﴾: لفظ الجلالة مضاف إليه مجرور. ﴿إِلهًا﴾: مفعول به منصوب. ﴿آخَرَ﴾: نعت منصوب، وجملة (يدع ...) في محل رفع خبر (من)، وجملة (من يدع ...) استئنافية. ﴿لا﴾: نافية للجنس ﴿بُرْهانَ﴾: اسم (لا) مبني في محل نصب وخبر (لا) محذوف تقديره (موجود). ﴿لَهُ﴾: جار ومجرور متعلق بخبر ﴿لا﴾. ﴿بِهِ﴾: جار ومجرور متعلق بخبر (لا)، وجملة ﴿لا بُرْهانَ لَهُ﴾: اعتراضية أو [صفة ثانية ل (إلها)]. ﴿فَإِنَّما﴾: (الفاء):
رابطة لجواب الشرط. (إنما): كافة ومكفوفة. ﴿حِسابُهُ﴾: مبتدأ مرفوع و(الهاء) مضاف إليه.
﴿عِنْدَ﴾: ظرف منصوب متعلق بمحذوف خبر المبتدأ. ﴿رَبِّهِ﴾: مضاف إليه مجرور و(الهاء):
مضاف إليه، وجملة (إنما حسابه ...) في محل جزم جواب الشرط، ﴿إِنَّهُ﴾: إن: حرف توكيد
ونصب. و(الهاء): اسم (إن) منصوب ﴿لا﴾: نافية. ﴿يُفْلِحُ﴾: فعل مضارع مرفوع.
﴿الْكافِرُونَ﴾: فاعل مرفوع بالواو، وجملة ﴿لا يُفْلِحُ الْكافِرُونَ﴾: في محل رفع خبر ﴿إِنَّهُ،﴾ وجملة ﴿إِنَّهُ لا يُفْلِحُ الْكافِرُونَ﴾: استئنافية.",سورة المؤمنون 
وَقُل رَّبِّ اغْفِرْ وَارْحَمْ وَأَنتَ خَيْرُ الرَّاحِمِينَ ,"﴿وَقُلْ﴾: (الواو): استئنافية. (قل): فعل أمر والفاعل ضمير مستتر (أنت) ﴿رَبِّ﴾: منادى بحرف نداء محذوف، منصوب بالفتحة المقدرة و(الياء) المحذوفة مضاف إليه ﴿اِغْفِرْ﴾: مثل إعراب (قل)، وجملة ﴿اِغْفِرْ﴾: جواب النداء، وجملة (رب اغفر ...) في محل نصب مقول القول وجملة (وقل رب ...) استئنافية. ﴿وَارْحَمْ﴾: (الواو): عاطفة. (ارحم): مثل ﴿اِغْفِرْ،﴾ وجملة (ارحم): لا محل لها معطوفة على جواب النداء ﴿وَأَنْتَ﴾: (الواو): حالية أو [استئنافية أو عاطفة]. (أنت): مبتدأ ﴿خَيْرُ﴾: خبر مرفوع، ﴿الرّاحِمِينَ﴾: مضاف إليه مجرور بالياء، وجملة (أنت خير الراحمين).في محل نصب حال أو [استئنافية أو معطوفة على جملة مقول القول في محل نصب].
تم بحمد الله إعراب سورة المؤمنون",سورة المؤمنون 
أَتَى أَمْرُ اللّهِ فَلاَ تَسْتَعْجِلُوهُ سُبْحَانَهُ وَتَعَالَى عَمَّا يُشْرِكُونَ ,"﴿أَتى﴾: فعل ماض. ﴿أَمْرُ﴾: فاعل مرفوع. ﴿اللهِ﴾: لفظ الجلالة مضاف إليه مجرور والجملة ابتدائية. ﴿فَلا﴾: (الفاء) رابطة لجواب شرط مقدر والتقدير: إن طلبتم الأمر فلا تستعجلوه. و(لا) ناهية جازمة. ﴿تَسْتَعْجِلُوهُ﴾: مضارع مجزوم بحذف النون والواو فاعل والهاء مفعول به والجملة جواب الشرط المقدر في محل جزم. ﴿سُبْحانَهُ﴾: مفعول مطلق لفعل محذوف والتقدير سبحه سبحانه. و(الهاء) مضاف إليه وجملة الفعل المحذوف وما بعده استئنافية.
﴿وَتَعالى﴾ (الواو): عاطفة. (تعالى): مثل (أتى) والفاعل مستتر-هو-والجملة معطوفة على الاستئناف. ﴿عَمّا﴾: عن-حرف جر و(ما) مصدرية. ﴿يُشْرِكُونَ﴾: مضارع مرفوع بثبوت النون و(الواو) فاعل والمصدر المؤول من (ما يشركون) في محل جر بعن متعلق ب (تعالى) والتقدير ﷾ عن إشراكهم.﴿أَتى﴾: فعل ماض. ﴿أَمْرُ﴾: فاعل مرفوع. ﴿اللهِ﴾: لفظ الجلالة مضاف إليه مجرور والجملة ابتدائية. ﴿فَلا﴾: (الفاء) رابطة لجواب شرط مقدر والتقدير: إن طلبتم الأمر فلا تستعجلوه. و(لا) ناهية جازمة. ﴿تَسْتَعْجِلُوهُ﴾: مضارع مجزوم بحذف النون والواو فاعل والهاء مفعول به والجملة جواب الشرط المقدر في محل جزم. ﴿سُبْحانَهُ﴾: مفعول مطلق لفعل محذوف والتقدير سبحه سبحانه. و(الهاء) مضاف إليه وجملة الفعل المحذوف وما بعده استئنافية.
﴿وَتَعالى﴾ (الواو): عاطفة. (تعالى): مثل (أتى) والفاعل مستتر-هو-والجملة معطوفة على الاستئناف. ﴿عَمّا﴾: عن-حرف جر و(ما) مصدرية. ﴿يُشْرِكُونَ﴾: مضارع مرفوع بثبوت النون و(الواو) فاعل والمصدر المؤول من (ما يشركون) في محل جر بعن متعلق ب (تعالى) والتقدير ﷾ عن إشراكهم.", النحل
